-0.000884903	-0.00156468	-0.00369239	3.45691	0.334072	0.00206773	0.0106283	-0.1	19.3256	1.64178	-5
0.000537901	-0.00125684	-0.00204388	3.334	1.083	0.0046982	-0.01396	-0.1	19.6854	2.09983	-5
0.000575507	-0.00200657	-0.00233273	3.29701	0.112948	0.00707978	0.00493062	-0.1	19.3611	2.30505	-5
0.000185744	-0.00128536	-0.00101199	3.22685	0.121481	0.0036833	0.0241756	-0.1	21.4522	1.45623	-5
0.000362283	-0.00194604	-0.00171416	3.26672	0.688338	0.0158568	-0.00584374	-0.1	18.9523	2.52081	-5
0.000369859	-0.000975464	-0.00148235	3.23603	1.63377	-0.0222764	-0.0190162	-0.1	20.7177	1.63565	-5
0.000754981	-0.00234034	-0.00275161	3.35167	1.52696	0.0114315	0.0195364	-0.1	17.9331	2.24367	-5
0.000530731	0.00105063	-0.00256107	3.32444	0.237	-0.008628	0.0150318	-0.1	19.6448	1.44903	-5
-0.000490985	-0.000763313	-0.00144373	3.29068	0.203	-0.00389139	-0.0103396	-0.1	18.2455	2.39834	-5
0.00141505	-0.00159445	-0.00146581	3.26898	0.416603	0.00544195	-0.00503435	-0.1	19.2769	1.94436	-5
0.00118386	-0.0013588	-0.00175424	3.24698	0.646761	0.000186772	-0.0193932	-0.1	18.8258	1.55218	-5
0.000862965	-0.00143766	-0.000165915	3.17136	0.607038	-0.00901388	0.00331333	-0.1	17.9593	2.80257	-5
0.000235848	-0.00120656	-0.00388183	3.42034	0.127	0.0139669	-0.0105306	-0.1	17.0846	2.94262	-5
0.000311175	-0.00157933	0.000694257	3.13769	1.57153	0.00361754	-0.00337226	-0.00299999	3.79776	9.73516	-5
0.000589296	-0.00137359	-0.00131855	3.23695	0.781993	0.00248025	-0.00726372	-0.003	3.99889	0.61138	-5
-0.00106266	-0.00158816	-0.00249348	3.37697	0.0437296	0.00107611	-0.00403799	-0.003	3.75632	3.93698	-5
0.000781057	-0.00389898	-0.00299514	3.63725	0.127	0.000788615	-0.00392149	-0.00298616	3.63776	0.127	-5
0.000769752	-0.00228488	-0.00304078	3.41577	4.2032	0.000767479	-0.00392568	-0.00298364	3.6376	4.03595	-5
-6.65888e-05	-0.00133755	0.000151688	3.1786	0.127	0.00110799	-0.00445643	-0.003	3.94764	1.98559	-5
0.00165387	-0.00216546	-0.00335846	3.4224	0.860073	0.00179191	-0.00541058	-0.003	3.88799	1.2336	-5
0.00174858	-0.00231113	-0.00301307	3.34966	0.127	0.00325871	-0.00297517	-0.003	3.78599	2.97159	-5
-0.000198058	-0.00133696	-0.00207675	3.33876	0.604106	-0.00183923	-0.00435856	-0.003	3.65044	13.7055	-5
0.000498466	-0.00127139	-0.00165471	3.32129	0.438	-0.000238085	-0.00430297	-0.00299999	3.66418	1.60701	-5
-0.000339717	-0.00128353	-0.00212749	3.32256	0.237	-0.00349128	-0.00201087	-0.003	3.65568	4.5129	-5
0.00211763	-0.00253232	-0.00395162	3.45145	0.0880003	0.00360595	-0.00277157	-0.00299999	3.68697	3.02087	-5
