-0.000460874	-0.000557498	-0.0019282	3.20816	-1.43547e-05	-0.00172436	0.1	26388.3	-5
-0.00235944	-0.00529542	0.02	0	-0.004215	-0.00548554	0.1	22427.8	-5
-0.00061414	0.000964486	-0.00455698	3.50568	-0.00151161	0.00494563	0.1	25393.5	-5
-0.00214578	0.000698325	-0.00153733	3.17854	-0.005272	0.000727957	0.003	325.518	-5
-0.00227099	0.00102204	-0.0030854	3.25759	-0.00586298	0.00218813	0.003	904.367	-5
-0.000605986	-0.000446133	-0.00229508	3.24485	-0.00212004	-0.00146326	0.1	26216.5	-5
-0.00123948	0.000201722	-0.00112638	3.18468	-0.00435861	0.000436415	0.1	26776.8	-5
-0.000256937	-0.00035409	-0.00124891	3.16683	0.000320846	0.000648346	0.1	26188.7	-5
-0.00101761	0.00191758	-0.00401184	3.31749	-0.00145289	0.00364331	0.1	26777.7	-5
-0.00212612	0.00118024	-0.00334069	3.27314	-0.00412058	0.00539479	0.1	27436.8	-5
-0.0018	0.0017898	-0.00176062	3.14848	-0.00312243	0.00285101	0.003	150.967	-5
-0.0020046	0.0013793	-0.00263879	3.22764	-0.0041618	0.00294449	0.003	344.718	-5
-0.00191914	0.0013447	-0.00229931	3.20543	-0.00393853	0.00282479	0.003	271.02	-5
-3.6041e-05	-3.93895e-05	-0.00292754	3.27214	0.000839189	0.00268336	0.1	25592.2	-5
-0.000513	-2.07017e-05	-0.00177277	3.19372	-0.00243619	0.00264423	0.1	26339.9	-5
-0.00187389	0.00123898	0.000931766	3.02048	-0.00386844	0.00242221	0.003	153.768	-5
-0.00160841	0.00122919	0.00183191	2.94739	-0.00430936	0.00334739	0.003	354.523	-5
-0.00373543	0.000114696	-0.00312773	3.41146	-0.004297	9.93172e-05	0.003	213.098	-5
-0.00114776	0.000831291	-0.000438702	3.12166	-0.00339487	0.00281648	0.1	27184.7	-5
-0.00260474	0.00199295	-0.00271035	3.25671	-0.00210255	0.00152657	-0.000245453	50.2458	-5
-0.00199827	0.00312936	-0.00297988	3.23479	-0.00144573	0.00222332	-0.000380172	57.1791	-5
-0.00189148	0.00237902	-0.00264085	3.20743	-0.00234737	0.00335394	0.003	149.097	-5
-0.00172496	0.00173897	-0.00152079	3.13642	-0.00270538	0.00298552	0.003	117.287	-5
-0.00220694	0.00147533	-0.00252243	3.23925	-0.00425471	0.00298105	0.003	379.061	-5
-0.00199014	0.00203423	-0.00231336	3.18598	-0.00178633	0.00179789	-8.64045e-05	43.9472	-5
-0.00378596	-0.00103359	0.02	0	-0.00492468	-0.00176922	0.1	22058.8	-5
0.00699034	-0.0113134	0.00205219	3.09519	0.0074016	-0.00941622	0.1	26042.1	-5
0.00825938	-0.0131103	-0.00232958	3.36501	0.0106159	-0.014045	0.1	26846.2	-5
0.00759085	-0.0116228	4.88212e-05	3.26395	0.0107539	-0.00755357	0.1	25486.9	-5
0.00773115	-0.0106499	-0.0015681	3.39699	0.00983237	-0.0054426	0.1	29637.8	-5
0.00757058	-0.011712	-0.000564781	3.29373	0.0114685	-0.0108911	0.1	26920.3	-5
0.00748934	-0.0104516	-0.00266398	3.45063	0.00819023	-0.00615967	0.1	28298.1	-5
0.00753637	-0.0118449	-0.00103582	3.29437	0.0104732	-0.008131	0.1	25758.5	-5
0.00646915	-0.0110628	-0.00280612	3.55599	0.00440422	-0.011437	0.1	26293.7	-5
0.00708926	-0.0120386	0.000516902	3.24103	0.00852711	-0.0128367	0.1	26028	-5
0.00774504	-0.0140914	-0.00321113	3.60543	0.00908986	-0.0185101	0.1	27771	-5
0.00639966	-0.00156498	0.02	0	0.00558064	-0.002454	0.1	22648.4	-5
0.0059078	-0.0110132	-0.00109304	3.45128	0.00238342	-0.00641841	0.1	28452.6	-5
0.00567194	-0.0104277	-0.00259315	3.55347	0.00216032	-0.00639127	0.1	29630.3	-5
0.00960242	-0.0121615	-0.00297669	3.41122	0.0117492	-0.0123019	0.003	258.018	-5
0.00753807	-0.0115987	0.00113599	3.18178	0.0100495	-0.00738468	0.1	25987	-5
0.00598637	-0.010937	-0.00126718	3.4578	0.00415211	-0.00790679	0.1	26786.5	-5
0.00792368	-0.0102706	-0.00221602	3.42013	0.0113359	-0.00687305	0.003	3249.38	-5
0.00838351	-0.0098045	-0.00245154	3.43484	0.00902622	-0.00844918	0.00300001	180.895	-5
0.00522687	-0.0110057	-0.00158304	3.47653	0.00234405	-0.00888147	0.00300001	498.574	-5
0.0121711	0.000864079	0.00182575	3.72029	0.00852325	0.00251526	0.00300001	886.9	-5
0.0134278	0.000435887	-0.00188638	3.94212	0.0113296	0.00286471	0.1	25594.9	-5
0.012425	0.000743605	-0.00282141	4.03014	0.0077775	0.00255367	0.1	26327.8	-5
0.00609778	-0.00354818	0.02	0	0.00616127	-0.00313762	0.1	22364.6	-5
-0.000266878	0.00296843	0.00269094	2.67463	-0.000429165	0.00410417	0.003	38.5383	-5
-8.73639e-05	0.00206342	-0.00207889	3.04709	-0.000370558	0.00583009	0.003	702.818	-5
0.000547274	0.00180542	-0.00298605	3.14953	0.00337223	0.00724611	0.1	26666.1	-5
0.00085101	0.00312477	-0.00298874	3.12007	0.00145807	0.00448412	0.003	245.905	-5
0.000736138	0.00397935	-0.00303458	3.11477	0.000746194	0.00542736	0.003	601.777	-5
0.000461531	0.00298069	-0.00265245	3.09671	0.000673402	0.00406751	0.003	141.807	-5
0.000638967	0.00356316	-0.00282177	3.11108	0.000522338	0.00265347	-0.000511027	47.8023	-5
-0.000166323	0.00242561	0.0015664	2.78504	-0.000430842	0.00409984	0.00300001	68.9429	-5
-4.15907e-05	0.00522136	0.02	0	0.000221991	0.00677542	0.1	22374.5	-5
-0.000208721	0.0032345	0.00188912	2.6893	-0.000205582	0.00332001	0.00206588	5.83603	-5
-0.000580014	0.0033259	0.00291254	2.66225	-0.000733642	0.00396054	0.003	23.1552	-5
0.0053842	0.0116716	-0.00304773	3.81386	0.00340036	0.0107217	0.1	26291.6	-5
0.00419741	0.0122181	-0.00314288	3.87364	0.00207452	0.0121536	0.00300001	340.716	-5
0.00504694	0.0103694	-0.00119343	3.62447	0.00506005	0.0103926	-0.000251049	19.7273	-5
0.00669205	0.013592	-0.00311572	3.69999	0.0056474	0.0161993	0.1	26294.4	-5
0.0055193	0.0111287	-0.00354037	3.79595	0.00114504	0.00957878	0.1	26219.9	-5
0.00494185	0.0120148	-0.00386814	3.90501	0.00170886	0.0129733	0.1	26258.8	-5
0.00598996	0.0115028	-0.00142103	3.6669	0.00279864	0.0105087	0.1	26324.7	-5
0.00541821	0.0125236	-0.00117341	3.55571	0.00181833	0.0129931	0.1	27000.8	-5
0.0048235	0.012018	-0.00037842	3.49355	0.00202022	0.011847	0.003	228.803	-5
0.00546511	0.0108355	-0.000777393	3.6131	0.00197722	0.00744277	0.003	1068.65	-5
0.00622755	0.0104165	-0.00169704	3.68862	0.00355822	0.00619137	0.003	1855.27	-5
0.0046651	0.0117781	-0.00273295	3.69031	0.00147834	0.0113556	0.00300001	567.427	-5
-7.83592e-05	0.00531048	0.02	0	-0.00147636	0.00475317	0.1	22344.3	-5
0.00390194	0.0121348	-0.00359031	3.69952	0.00162939	0.012015	0.003	411.02	-5
0.0044684	0.0126326	-0.00320039	3.68655	0.00210247	0.0136927	0.00300001	487.045	-5
0.00538908	0.0128807	-0.00102461	3.57599	0.00226085	0.0118517	0.1	28845	-5
0.00462084	0.0110797	-0.00302149	3.76681	0.0025768	0.00990729	0.00300001	320.804	-5
0.00583578	0.0116005	-0.00104768	3.64828	0.00389663	0.0105524	0.1	26800	-5
0.0051062	0.0105452	-0.00163275	3.65377	0.0035249	0.00906104	0.00300001	195.88	-5
0.00477803	0.0122958	-0.00231171	3.71964	0.00192425	0.0120927	0.003	350.567	-5
0.00548349	0.0118912	-0.0013735	3.60878	0.00265986	0.00778366	0.1	26677.9	-5
0.00494105	0.0129967	-0.00144266	3.53975	0.00248155	0.0142101	0.003	242.767	-5
0.00570564	0.0113306	-0.00248831	3.74253	-0.000234747	0.00798837	0.1	27013.7	-5
0.0046879	0.0120088	-0.00353639	3.70904	0.00217682	0.0125016	0.1	26927.7	-5
0.0053979	0.0128388	-0.00223917	3.57507	0.00230301	0.017503	0.1	27134.9	-5
0.00653327	0.0102299	-0.00413355	3.83507	0.00657088	0.00938053	0.1	26485.9	-5
0.00577336	0.0114796	-0.00179216	3.68834	0.00145597	0.00770043	0.1	27248.2	-5
0.00495008	0.0116735	0.00049328	3.51668	0.00160037	0.0113077	0.00300001	331.024	-5
0.00481793	0.0112779	0.00189461	3.40863	0.00276446	0.0102941	0.003	150.37	-5
0.00547756	0.011217	-0.00250789	3.68497	0.000752679	0.00723126	0.1	27351	-5
0.00533881	0.0125412	-0.00128176	3.60267	0.00232997	0.0154476	0.1	27895.5	-5
0.00464854	0.012138	-0.00194786	3.63184	0.00229974	0.0121859	0.003	233.681	-5
0.00484795	0.0124017	0.000120872	3.50733	0.00234212	0.0128806	0.00300001	178.664	-5
0.00441501	0.0121248	-0.00246965	3.64975	0.00175862	0.0119751	0.003	424.148	-5
0.00448311	0.0121156	-0.00260519	3.74775	0.00182127	0.0125184	0.003	346.078	-5
0.00527066	0.0115853	-0.0021244	3.64911	0.00150274	0.00845654	0.1	29347.3	-5
0.00652151	0.0128806	-0.00211292	3.65615	0.00505753	0.01493	0.1	25965.1	-5
0.00601263	0.0110367	-0.00105071	3.5128	0.00434479	0.0108649	0.1	26861	-5
